mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,exifData,favorite,mediaComments
07840dcc,00a2c20d,activityDetection,2020-05-30T04:57:37+02:00,https://multimedia.agouti.eu/assets/07840dcc-0d99-4ab4-973b-7e4a8e20b56d/file,true,20200709093328-RCNX0001.JPG,image/jpeg,,,
401386c7,00a2c20d,activityDetection,2020-05-30T04:57:40+02:00,https://multimedia.agouti.eu/assets/401386c7-cc7a-46e5-9160-48c6158624a3/file,true,20200709093328-RCNX0002.JPG,image/jpeg,,,
ca3ff293,00a2c20d,activityDetection,2020-05-30T04:57:40+02:00,https://multimedia.agouti.eu/assets/ca3ff293-89a4-425d-a853-5572837c5b83/file,true,20200709093328-RCNX0003.JPG,image/jpeg,,,
e8b8e44c,00a2c20d,activityDetection,2020-05-30T04:57:41+02:00,https://multimedia.agouti.eu/assets/e8b8e44c-491c-45d2-8928-aa5996c07584/file,true,20200709093328-RCNX0004.JPG,image/jpeg,,,
b8690a15,00a2c20d,activityDetection,2020-05-30T04:57:41+02:00,https://multimedia.agouti.eu/assets/b8690a15-652a-4f08-9562-1797671410b8/file,true,20200709093328-RCNX0005.JPG,image/jpeg,,,
64734615,00a2c20d,activityDetection,2020-05-30T04:57:42+02:00,https://multimedia.agouti.eu/assets/64734615-ccaf-4c48-b63e-d7b07bdc6d39/file,true,20200709093329-RCNX0006.JPG,image/jpeg,,,
12ce5004,00a2c20d,activityDetection,2020-05-30T04:57:43+02:00,https://multimedia.agouti.eu/assets/12ce5004-9427-41ff-bcba-99b09c716e81/file,true,20200709093330-RCNX0007.JPG,image/jpeg,,,
f372acaf,00a2c20d,activityDetection,2020-05-30T04:57:43+02:00,https://multimedia.agouti.eu/assets/f372acaf-1d46-4244-8edf-5f804da1e092/file,true,20200709093330-RCNX0008.JPG,image/jpeg,,,
97140835,00a2c20d,activityDetection,2020-05-30T04:57:44+02:00,https://multimedia.agouti.eu/assets/97140835-6245-4adb-b84d-af09045389cf/file,true,20200709093330-RCNX0009.JPG,image/jpeg,,,
d1326349,00a2c20d,activityDetection,2020-05-30T04:57:44+02:00,https://multimedia.agouti.eu/assets/d1326349-76fd-4e83-a20c-a7994e4c0da2/file,true,20200709093330-RCNX0010.JPG,image/jpeg,,,
017e3d07,00a2c20d,activityDetection,2020-05-31T06:05:10+02:00,https://multimedia.agouti.eu/assets/017e3d07-3e6c-45a2-adbd-e7308c74f656/file,true,20200709093330-RCNX0011.JPG,image/jpeg,,,
e82ea167,00a2c20d,activityDetection,2020-05-31T06:05:11+02:00,https://multimedia.agouti.eu/assets/e82ea167-73a2-4cd3-a819-9d94a206a75f/file,true,20200709093331-RCNX0012.JPG,image/jpeg,,,
8aab9351,00a2c20d,activityDetection,2020-05-31T06:05:11+02:00,https://multimedia.agouti.eu/assets/8aab9351-ccf3-499a-bf1a-8f98a3957b0f/file,true,20200709093332-RCNX0013.JPG,image/jpeg,,,
dd543fc8,00a2c20d,activityDetection,2020-05-31T06:05:12+02:00,https://multimedia.agouti.eu/assets/dd543fc8-8bf8-4a85-a026-1469367cb7f8/file,true,20200709093332-RCNX0014.JPG,image/jpeg,,,
6affb228,00a2c20d,activityDetection,2020-05-31T06:05:13+02:00,https://multimedia.agouti.eu/assets/6affb228-efd9-4327-acbf-fdc5cf8c8816/file,true,20200709093332-RCNX0015.JPG,image/jpeg,,,
ef3afb3b,00a2c20d,activityDetection,2020-05-31T06:05:13+02:00,https://multimedia.agouti.eu/assets/ef3afb3b-b922-4347-ad0d-125c20c3d822/file,true,20200709093332-RCNX0016.JPG,image/jpeg,,,
29aef5c3,00a2c20d,activityDetection,2020-05-31T06:05:14+02:00,https://multimedia.agouti.eu/assets/29aef5c3-20a6-4701-9027-8b04c620cda0/file,true,20200709093333-RCNX0017.JPG,image/jpeg,,,
200e99c0,00a2c20d,activityDetection,2020-05-31T06:05:14+02:00,https://multimedia.agouti.eu/assets/200e99c0-692e-46f2-aa44-7f7dc599757a/file,true,20200709093333-RCNX0018.JPG,image/jpeg,,,
97b70ded,00a2c20d,activityDetection,2020-05-31T06:05:15+02:00,https://multimedia.agouti.eu/assets/97b70ded-6f6b-480c-b386-b6d11f045907/file,true,20200709093333-RCNX0019.JPG,image/jpeg,,,
bbd0d520,00a2c20d,activityDetection,2020-05-31T06:05:16+02:00,https://multimedia.agouti.eu/assets/bbd0d520-665a-48f0-8c3a-f176b1d52076/file,true,20200709093333-RCNX0020.JPG,image/jpeg,,,
75e6d1df,00a2c20d,activityDetection,2020-05-31T22:06:43+02:00,https://multimedia.agouti.eu/assets/75e6d1df-1ede-4ca7-a8b0-9cda64493f4d/file,true,20200709093333-RCNX0021.JPG,image/jpeg,,,
948c2184,00a2c20d,activityDetection,2020-05-31T22:06:44+02:00,https://multimedia.agouti.eu/assets/948c2184-a964-494c-8416-ea08827697ba/file,true,20200709093333-RCNX0022.JPG,image/jpeg,,,
8f0c5a8c,00a2c20d,activityDetection,2020-05-31T22:06:44+02:00,https://multimedia.agouti.eu/assets/8f0c5a8c-69c9-48f3-99b0-46ebe858643f/file,true,20200709093334-RCNX0023.JPG,image/jpeg,,,
